date_time,shop_name,sold_count,favorites,review_score,review_count,listing_active_count
2022-08-31 06:00:02.594290,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 06:00:02.896807,JoyOfPlants,14645,6388,4.8647,1929,208
2022-08-31 06:00:03.216261,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 06:00:03.505734,Botanicaz,46787,25045,4.907,8082,483
2022-08-31 06:00:03.785738,YourPlantBitch,10704,2738,4.3069,1473,294
2022-08-31 06:00:04.051448,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 06:00:04.341848,PlantedPortland,12528,4035,4.7497,5106,160
2022-08-31 06:00:04.610753,MyPlantObsession,61529,9712,4.9031,4894,189
2022-08-31 06:00:04.925949,305Greenery,829,998,4.8871,248,302
2022-08-31 06:00:05.194753,WellspringGardens,72239,10499,4.7051,3116,243
2022-08-31 06:00:05.448597,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 06:00:05.703164,coollectiveplants,5712,1735,4.8747,1277,56
2022-08-31 06:00:06.048741,HirtsGardens,302947,42447,4.8334,18971,871
2022-08-31 06:00:06.314055,lazygardens,30480,6387,4.9159,928,188
2022-08-31 06:00:06.594487,FloridaPlantsGardens,84439,16081,4.8566,8577,174
2022-08-31 06:00:06.985329,TheGreenEscape,107517,22493,4.8423,26736,508
2022-08-31 06:30:01.701810,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 06:30:01.930671,JoyOfPlants,14645,6388,4.8647,1929,208
2022-08-31 06:30:02.248050,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 06:30:02.550981,Botanicaz,46788,25045,4.907,8082,482
2022-08-31 06:30:02.765664,YourPlantBitch,10704,2738,4.3069,1473,294
2022-08-31 06:30:03.055694,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 06:30:03.279511,PlantedPortland,12528,4037,4.7498,5107,160
2022-08-31 06:30:03.531756,MyPlantObsession,61529,9712,4.9031,4894,189
2022-08-31 06:30:03.771118,305Greenery,829,998,4.8871,248,302
2022-08-31 06:30:04.006894,WellspringGardens,72239,10499,4.7051,3116,243
2022-08-31 06:30:04.303107,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 06:30:04.528882,coollectiveplants,5712,1736,4.8747,1277,56
2022-08-31 06:30:04.765448,HirtsGardens,302949,42447,4.8334,18971,871
2022-08-31 06:30:05.029435,lazygardens,30481,6387,4.9159,928,188
2022-08-31 06:30:05.283544,FloridaPlantsGardens,84440,16081,4.8566,8577,174
2022-08-31 06:30:05.634745,TheGreenEscape,107518,22494,4.842,26745,508
2022-08-31 07:00:02.317238,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 07:00:02.582219,JoyOfPlants,14645,6388,4.8647,1929,208
2022-08-31 07:00:02.802058,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 07:00:03.044977,Botanicaz,46788,25045,4.907,8082,482
2022-08-31 07:00:03.264101,YourPlantBitch,10707,2738,4.3069,1473,294
2022-08-31 07:00:03.505697,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 07:00:03.721150,PlantedPortland,12530,4037,4.7499,5109,160
2022-08-31 07:00:03.975083,MyPlantObsession,61529,9712,4.9031,4894,189
2022-08-31 07:00:04.200242,305Greenery,829,998,4.8871,248,302
2022-08-31 07:00:04.459190,WellspringGardens,72239,10499,4.7051,3116,243
2022-08-31 07:00:04.689472,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 07:00:04.927131,coollectiveplants,5712,1736,4.8747,1277,56
2022-08-31 07:00:05.173442,HirtsGardens,302951,42448,4.8334,18972,870
2022-08-31 07:00:05.444479,lazygardens,30481,6387,4.9159,928,188
2022-08-31 07:00:05.678786,FloridaPlantsGardens,84442,16081,4.8566,8577,176
2022-08-31 07:00:06.022545,TheGreenEscape,107525,22496,4.842,26748,507
2022-08-31 07:30:01.723396,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 07:30:01.982261,JoyOfPlants,14645,6388,4.8646,1928,208
2022-08-31 07:30:02.251612,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 07:30:02.482957,Botanicaz,46788,25045,4.907,8082,482
2022-08-31 07:30:02.717767,YourPlantBitch,10708,2739,4.3069,1473,294
2022-08-31 07:30:02.991655,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 07:30:03.211806,PlantedPortland,12530,4037,4.7499,5110,160
2022-08-31 07:30:03.433513,MyPlantObsession,61529,9712,4.9031,4894,189
2022-08-31 07:30:03.681059,305Greenery,829,998,4.8871,248,302
2022-08-31 07:30:03.909289,WellspringGardens,72239,10499,4.7051,3116,243
2022-08-31 07:30:04.135529,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 07:30:04.386753,coollectiveplants,5717,1737,4.8747,1277,56
2022-08-31 07:30:04.602295,HirtsGardens,302952,42448,4.8335,18972,870
2022-08-31 07:30:04.831035,lazygardens,30481,6387,4.9159,928,188
2022-08-31 07:30:05.053244,FloridaPlantsGardens,84442,16081,4.8566,8576,176
2022-08-31 07:30:05.381185,TheGreenEscape,107534,22497,4.842,26752,507
2022-08-31 08:00:02.099915,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 08:00:02.371972,JoyOfPlants,14645,6389,4.8646,1928,208
2022-08-31 08:00:02.664777,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 08:00:02.947149,Botanicaz,46789,25045,4.907,8082,481
2022-08-31 08:00:03.302279,YourPlantBitch,10712,2740,4.3078,1475,294
2022-08-31 08:00:03.546145,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 08:00:03.793509,PlantedPortland,12530,4038,4.75,5113,160
2022-08-31 08:00:04.078134,MyPlantObsession,61530,9712,4.9031,4894,189
2022-08-31 08:00:04.386759,305Greenery,829,998,4.8871,248,302
2022-08-31 08:00:04.644158,WellspringGardens,72239,10499,4.7051,3116,243
2022-08-31 08:00:04.884887,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 08:00:05.126089,coollectiveplants,5719,1738,4.8748,1278,56
2022-08-31 08:00:05.375231,HirtsGardens,302954,42449,4.8335,18972,876
2022-08-31 08:00:05.723103,lazygardens,30481,6387,4.9159,928,188
2022-08-31 08:00:05.973917,FloridaPlantsGardens,84442,16082,4.8565,8574,176
2022-08-31 08:00:06.360972,TheGreenEscape,107546,22500,4.842,26753,507
2022-08-31 08:30:02.138151,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 08:30:02.412838,JoyOfPlants,14645,6389,4.8646,1928,208
2022-08-31 08:30:02.822183,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 08:30:03.086191,Botanicaz,46789,25046,4.9069,8081,481
2022-08-31 08:30:03.338932,YourPlantBitch,10712,2740,4.3078,1475,294
2022-08-31 08:30:03.609425,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 08:30:03.875397,PlantedPortland,12530,4038,4.7493,5114,160
2022-08-31 08:30:04.146321,MyPlantObsession,61530,9712,4.9031,4894,189
2022-08-31 08:30:04.396663,305Greenery,829,998,4.8871,248,302
2022-08-31 08:30:04.650850,WellspringGardens,72239,10499,4.7051,3116,243
2022-08-31 08:30:04.892811,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 08:30:05.153962,coollectiveplants,5720,1739,4.8748,1278,56
2022-08-31 08:30:05.404372,HirtsGardens,302956,42449,4.8335,18971,880
2022-08-31 08:30:05.666250,lazygardens,30481,6387,4.9159,928,188
2022-08-31 08:30:05.968106,FloridaPlantsGardens,84443,16084,4.8565,8573,176
2022-08-31 08:30:06.367095,TheGreenEscape,107548,22502,4.842,26753,508
2022-08-31 09:00:02.092899,NurseryRx,1285,1198,4.9464,597,25
2022-08-31 09:00:02.343354,JoyOfPlants,14646,6389,4.8646,1928,206
2022-08-31 09:00:02.683216,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 09:00:02.924031,Botanicaz,46797,25046,4.9069,8081,473
2022-08-31 09:00:03.152481,YourPlantBitch,10713,2740,4.3078,1475,294
2022-08-31 09:00:03.434934,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 09:00:03.679919,PlantedPortland,12531,4038,4.7493,5114,160
2022-08-31 09:00:03.960697,MyPlantObsession,61530,9712,4.9031,4894,189
2022-08-31 09:00:04.208025,305Greenery,829,998,4.8871,248,302
2022-08-31 09:00:04.471696,WellspringGardens,72243,10499,4.7051,3116,243
2022-08-31 09:00:04.695707,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 09:00:04.953396,coollectiveplants,5726,1740,4.8749,1279,56
2022-08-31 09:00:05.195317,HirtsGardens,302957,42450,4.8335,18971,885
2022-08-31 09:00:05.459457,lazygardens,30481,6387,4.9159,928,188
2022-08-31 09:00:05.731680,FloridaPlantsGardens,84443,16084,4.8565,8573,176
2022-08-31 09:00:06.063525,TheGreenEscape,107545,22502,4.8421,26758,508
2022-08-31 09:30:01.791304,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 09:30:02.032345,JoyOfPlants,14646,6390,4.8646,1928,206
2022-08-31 09:30:02.286160,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 09:30:02.528565,Botanicaz,46797,25046,4.9069,8081,473
2022-08-31 09:30:02.778189,YourPlantBitch,10714,2740,4.3078,1475,294
2022-08-31 09:30:03.073922,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 09:30:03.310326,PlantedPortland,12524,4039,4.7493,5114,160
2022-08-31 09:30:03.586869,MyPlantObsession,61531,9712,4.9032,4895,189
2022-08-31 09:30:03.843619,305Greenery,829,998,4.8871,248,302
2022-08-31 09:30:04.087811,WellspringGardens,72243,10499,4.7053,3118,243
2022-08-31 09:30:04.322413,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 09:30:04.558784,coollectiveplants,5726,1740,4.8749,1279,56
2022-08-31 09:30:04.798613,HirtsGardens,302957,42450,4.8335,18972,886
2022-08-31 09:30:05.064542,lazygardens,30481,6387,4.9159,928,188
2022-08-31 09:30:05.316949,FloridaPlantsGardens,84443,16083,4.8565,8572,176
2022-08-31 09:30:05.671971,TheGreenEscape,107544,22505,4.8421,26766,507
2022-08-31 10:00:02.339520,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 10:00:02.562817,JoyOfPlants,14646,6390,4.8646,1928,206
2022-08-31 10:00:02.783352,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 10:00:03.007001,Botanicaz,46797,25046,4.9069,8079,473
2022-08-31 10:00:03.250417,YourPlantBitch,10714,2740,4.3078,1475,294
2022-08-31 10:00:03.471112,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 10:00:03.681789,PlantedPortland,12527,4040,4.7494,5115,159
2022-08-31 10:00:03.893751,MyPlantObsession,61530,9712,4.9031,4893,189
2022-08-31 10:00:04.112591,305Greenery,829,998,4.8871,248,301
2022-08-31 10:00:04.358920,WellspringGardens,72244,10497,4.7053,3118,243
2022-08-31 10:00:04.610265,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 10:00:04.815467,coollectiveplants,5726,1740,4.8749,1279,56
2022-08-31 10:00:05.047983,HirtsGardens,302957,42451,4.8337,18972,888
2022-08-31 10:00:05.278913,lazygardens,30481,6387,4.9159,928,188
2022-08-31 10:00:05.487725,FloridaPlantsGardens,84446,16083,4.8565,8573,176
2022-08-31 10:00:05.819327,TheGreenEscape,107548,22505,4.8421,26766,507
2022-08-31 10:30:04.667828,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 10:30:05.103646,JoyOfPlants,14647,6390,4.8646,1928,205
2022-08-31 10:30:05.563105,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 10:30:06.108603,Botanicaz,46797,25046,4.9069,8079,471
2022-08-31 10:30:06.604715,YourPlantBitch,10714,2740,4.3078,1475,294
2022-08-31 10:30:07.071533,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 10:30:07.529999,PlantedPortland,12526,4042,4.7494,5116,159
2022-08-31 10:30:07.768105,MyPlantObsession,61530,9712,4.9031,4893,189
2022-08-31 10:30:07.981861,305Greenery,829,998,4.8871,248,301
2022-08-31 10:30:08.221947,WellspringGardens,72244,10497,4.7052,3117,243
2022-08-31 10:30:08.453567,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 10:30:08.714112,coollectiveplants,5729,1740,4.8749,1279,56
2022-08-31 10:30:09.047943,HirtsGardens,302958,42451,4.8337,18975,889
2022-08-31 10:30:09.428142,lazygardens,30480,6387,4.9159,928,188
2022-08-31 10:30:09.823649,FloridaPlantsGardens,84447,16083,4.8565,8572,176
2022-08-31 10:30:10.128905,TheGreenEscape,107551,22507,4.8421,26770,507
2022-08-31 11:00:01.862973,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 11:00:02.177413,JoyOfPlants,14647,6390,4.8646,1928,205
2022-08-31 11:00:02.471658,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 11:00:02.716182,Botanicaz,46798,25047,4.9069,8079,470
2022-08-31 11:00:02.991458,YourPlantBitch,10715,2740,4.3078,1475,294
2022-08-31 11:00:03.233611,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 11:00:03.472352,PlantedPortland,12528,4042,4.7494,5116,159
2022-08-31 11:00:03.774172,MyPlantObsession,61530,9712,4.9031,4894,189
2022-08-31 11:00:04.043207,305Greenery,830,999,4.8871,248,300
2022-08-31 11:00:04.292183,WellspringGardens,72244,10497,4.7061,3113,243
2022-08-31 11:00:04.612434,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 11:00:04.916358,coollectiveplants,5729,1740,4.8749,1279,56
2022-08-31 11:00:05.167652,HirtsGardens,302961,42451,4.8337,18971,890
2022-08-31 11:00:05.441812,lazygardens,30480,6387,4.9159,928,188
2022-08-31 11:00:05.689560,FloridaPlantsGardens,84447,16083,4.8564,8568,177
2022-08-31 11:00:06.057361,TheGreenEscape,107560,22508,4.8421,26765,507
2022-08-31 11:30:01.785296,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 11:30:02.034703,JoyOfPlants,14648,6390,4.8646,1927,205
2022-08-31 11:30:02.348490,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 11:30:02.601400,Botanicaz,46799,25047,4.9067,8080,469
2022-08-31 11:30:02.831797,YourPlantBitch,10716,2740,4.3078,1475,294
2022-08-31 11:30:03.086467,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 11:30:03.322154,PlantedPortland,12532,4042,4.7494,5116,159
2022-08-31 11:30:03.615201,MyPlantObsession,61530,9712,4.9031,4893,189
2022-08-31 11:30:03.890250,305Greenery,830,999,4.8871,248,300
2022-08-31 11:30:04.130897,WellspringGardens,72245,10498,4.7061,3113,243
2022-08-31 11:30:04.397300,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 11:30:04.670749,coollectiveplants,5732,1742,4.8749,1279,55
2022-08-31 11:30:04.931416,HirtsGardens,302965,42453,4.8337,18974,889
2022-08-31 11:30:05.189083,lazygardens,30480,6387,4.9159,928,188
2022-08-31 11:30:05.453919,FloridaPlantsGardens,84447,16082,4.8565,8569,177
2022-08-31 11:30:05.858744,TheGreenEscape,107565,22507,4.8421,26765,507
2022-08-31 12:00:02.614076,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 12:00:02.852640,JoyOfPlants,14648,6390,4.8646,1927,205
2022-08-31 12:00:03.116666,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 12:00:03.357346,Botanicaz,46799,25047,4.9067,8080,469
2022-08-31 12:00:03.599044,YourPlantBitch,10716,2741,4.3078,1475,294
2022-08-31 12:00:03.870898,PremierAesthetic,414,220,4.8659,179,65
2022-08-31 12:00:04.096261,PlantedPortland,12532,4043,4.7495,5117,159
2022-08-31 12:00:04.350227,MyPlantObsession,61530,9712,4.9031,4891,189
2022-08-31 12:00:04.560674,305Greenery,831,999,4.8871,248,300
2022-08-31 12:00:04.814810,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 12:00:05.052562,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 12:00:05.271042,coollectiveplants,5732,1743,4.8749,1279,55
2022-08-31 12:00:05.504002,HirtsGardens,302979,42454,4.8337,18975,889
2022-08-31 12:00:05.740668,lazygardens,30480,6387,4.9159,928,188
2022-08-31 12:00:05.973160,FloridaPlantsGardens,84452,16082,4.8564,8568,177
2022-08-31 12:00:06.292271,TheGreenEscape,107565,22509,4.8421,26765,507
2022-08-31 12:30:01.994744,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 12:30:02.251348,JoyOfPlants,14648,6390,4.8646,1927,205
2022-08-31 12:30:02.671053,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 12:30:02.904642,Botanicaz,46803,25048,4.9067,8080,465
2022-08-31 12:30:03.154541,YourPlantBitch,10716,2741,4.3078,1475,294
2022-08-31 12:30:03.429718,PremierAesthetic,409,220,4.8659,179,64
2022-08-31 12:30:03.674213,PlantedPortland,12532,4044,4.7495,5118,159
2022-08-31 12:30:03.914064,MyPlantObsession,61530,9712,4.9031,4892,189
2022-08-31 12:30:04.155484,305Greenery,831,999,4.8871,248,300
2022-08-31 12:30:04.400847,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 12:30:04.635670,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 12:30:04.978305,coollectiveplants,5735,1743,4.8749,1279,55
2022-08-31 12:30:05.266054,HirtsGardens,302982,42455,4.8337,18970,888
2022-08-31 12:30:05.557995,lazygardens,30480,6387,4.9159,928,188
2022-08-31 12:30:05.877053,FloridaPlantsGardens,84452,16083,4.8565,8567,177
2022-08-31 12:30:06.233323,TheGreenEscape,107569,22512,4.8422,26766,507
2022-08-31 13:00:01.969447,NurseryRx,1285,1198,4.9463,596,25
2022-08-31 13:00:02.229665,JoyOfPlants,14648,6390,4.8646,1927,204
2022-08-31 13:00:02.525968,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 13:00:02.796227,Botanicaz,46803,25048,4.9067,8081,466
2022-08-31 13:00:03.045117,YourPlantBitch,10718,2741,4.3078,1475,294
2022-08-31 13:00:03.313873,PremierAesthetic,409,220,4.8659,179,64
2022-08-31 13:00:03.579042,PlantedPortland,12532,4046,4.7496,5120,159
2022-08-31 13:00:03.869743,MyPlantObsession,61534,9712,4.9031,4892,189
2022-08-31 13:00:04.144707,305Greenery,831,999,4.8871,248,300
2022-08-31 13:00:04.418895,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 13:00:04.695146,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 13:00:04.954334,coollectiveplants,5735,1744,4.8749,1279,55
2022-08-31 13:00:05.239622,HirtsGardens,302983,42455,4.8337,18970,884
2022-08-31 13:00:05.507191,lazygardens,30480,6387,4.9159,928,188
2022-08-31 13:00:05.771907,FloridaPlantsGardens,84453,16083,4.8565,8567,177
2022-08-31 13:00:06.125189,TheGreenEscape,107573,22513,4.8422,26766,507
2022-08-31 13:30:02.332488,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 13:30:02.622775,JoyOfPlants,14648,6390,4.8646,1927,204
2022-08-31 13:30:02.873696,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 13:30:03.152689,Botanicaz,46803,25047,4.9067,8081,466
2022-08-31 13:30:03.396179,YourPlantBitch,10723,2742,4.3078,1475,294
2022-08-31 13:30:03.673230,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 13:30:03.960189,PlantedPortland,12541,4046,4.7496,5120,160
2022-08-31 13:30:04.218692,MyPlantObsession,61537,9711,4.9031,4893,188
2022-08-31 13:30:04.473033,305Greenery,831,999,4.8871,248,300
2022-08-31 13:30:04.727631,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 13:30:04.955024,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 13:30:05.197488,coollectiveplants,5735,1744,4.8749,1279,55
2022-08-31 13:30:05.454695,HirtsGardens,302983,42455,4.8338,18978,884
2022-08-31 13:30:05.705554,lazygardens,30480,6387,4.9159,927,188
2022-08-31 13:30:05.973040,FloridaPlantsGardens,84454,16086,4.8565,8567,177
2022-08-31 13:30:06.314271,TheGreenEscape,107573,22515,4.8422,26766,507
2022-08-31 14:00:02.063976,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 14:00:02.326666,JoyOfPlants,14648,6391,4.8646,1927,204
2022-08-31 14:00:02.579952,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 14:00:02.871481,Botanicaz,46805,25048,4.9067,8082,490
2022-08-31 14:00:03.160871,YourPlantBitch,10725,2742,4.3078,1475,294
2022-08-31 14:00:03.413001,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 14:00:03.650819,PlantedPortland,12545,4046,4.7497,5121,160
2022-08-31 14:00:03.889700,MyPlantObsession,61537,9711,4.9031,4894,188
2022-08-31 14:00:04.142050,305Greenery,831,999,4.8871,248,300
2022-08-31 14:00:04.406685,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 14:00:04.638109,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 14:00:04.874141,coollectiveplants,5735,1745,4.8749,1279,55
2022-08-31 14:00:05.115324,HirtsGardens,302987,42455,4.834,18977,883
2022-08-31 14:00:05.361600,lazygardens,30480,6387,4.9159,927,188
2022-08-31 14:00:05.639071,FloridaPlantsGardens,84455,16086,4.8565,8567,176
2022-08-31 14:00:06.090722,TheGreenEscape,107589,22515,4.8422,26765,507
2022-08-31 14:30:02.360601,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 14:30:02.618439,JoyOfPlants,14648,6391,4.8646,1927,204
2022-08-31 14:30:02.899854,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 14:30:03.164554,Botanicaz,46808,25048,4.9067,8081,488
2022-08-31 14:30:03.434679,YourPlantBitch,10725,2743,4.3078,1475,294
2022-08-31 14:30:03.696681,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 14:30:03.937238,PlantedPortland,12551,4046,4.7497,5121,160
2022-08-31 14:30:04.145526,MyPlantObsession,61537,9712,4.9032,4895,189
2022-08-31 14:30:04.399905,305Greenery,831,999,4.8871,248,300
2022-08-31 14:30:04.653071,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 14:30:04.884736,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 14:30:05.084563,coollectiveplants,5735,1745,4.8749,1279,55
2022-08-31 14:30:05.291076,HirtsGardens,302996,42456,4.8339,18975,882
2022-08-31 14:30:05.512687,lazygardens,30481,6387,4.9159,927,188
2022-08-31 14:30:05.733940,FloridaPlantsGardens,84455,16086,4.8566,8568,176
2022-08-31 14:30:06.048925,TheGreenEscape,107596,22515,4.8422,26761,507
2022-08-31 15:00:01.816448,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 15:00:02.087556,JoyOfPlants,14648,6391,4.8646,1927,204
2022-08-31 15:00:02.343061,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 15:00:02.593750,Botanicaz,46809,25049,4.9067,8081,483
2022-08-31 15:00:02.826600,YourPlantBitch,10725,2743,4.3078,1475,294
2022-08-31 15:00:03.159986,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 15:00:03.409901,PlantedPortland,12557,4047,4.7497,5122,160
2022-08-31 15:00:03.755073,MyPlantObsession,61539,9712,4.9032,4897,189
2022-08-31 15:00:03.999139,305Greenery,831,999,4.8871,248,300
2022-08-31 15:00:04.242181,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 15:00:04.482987,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 15:00:04.756662,coollectiveplants,5739,1745,4.8746,1284,54
2022-08-31 15:00:05.030863,HirtsGardens,302998,42458,4.8339,18973,881
2022-08-31 15:00:05.277398,lazygardens,30481,6387,4.9159,927,188
2022-08-31 15:00:05.565006,FloridaPlantsGardens,84455,16086,4.8566,8568,176
2022-08-31 15:00:05.972992,TheGreenEscape,107603,22517,4.8422,26761,507
2022-08-31 15:30:01.716517,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 15:30:01.983123,JoyOfPlants,14648,6392,4.8646,1927,204
2022-08-31 15:30:02.235100,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 15:30:02.449272,Botanicaz,46810,25049,4.9067,8081,486
2022-08-31 15:30:02.654298,YourPlantBitch,10725,2743,4.3073,1474,294
2022-08-31 15:30:02.917000,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 15:30:03.130144,PlantedPortland,12559,4048,4.7498,5123,160
2022-08-31 15:30:03.400398,MyPlantObsession,61539,9712,4.9032,4897,189
2022-08-31 15:30:03.660965,305Greenery,831,999,4.8871,248,300
2022-08-31 15:30:03.874793,WellspringGardens,72245,10498,4.7062,3114,243
2022-08-31 15:30:04.088027,VerdantLyfe,788,245,4.8667,120,163
2022-08-31 15:30:04.320107,coollectiveplants,5740,1746,4.8745,1283,54
2022-08-31 15:30:04.529268,HirtsGardens,302998,42458,4.8339,18973,881
2022-08-31 15:30:04.747391,lazygardens,30481,6387,4.9159,927,188
2022-08-31 15:30:04.973280,FloridaPlantsGardens,84458,16086,4.8566,8569,176
2022-08-31 15:30:05.314503,TheGreenEscape,107616,22518,4.8422,26760,507
2022-08-31 16:00:02.072754,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 16:00:02.307148,JoyOfPlants,14648,6392,4.8646,1927,204
2022-08-31 16:00:02.588938,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 16:00:02.833953,Botanicaz,46810,25049,4.9067,8081,486
2022-08-31 16:00:03.069505,YourPlantBitch,10727,2743,4.3073,1474,294
2022-08-31 16:00:03.301224,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 16:00:03.631784,PlantedPortland,12563,4048,4.7498,5123,160
2022-08-31 16:00:03.879965,MyPlantObsession,61539,9712,4.9032,4896,189
2022-08-31 16:00:04.150295,305Greenery,831,999,4.8871,248,300
2022-08-31 16:00:04.388041,WellspringGardens,72250,10499,4.7063,3115,243
2022-08-31 16:00:04.610006,VerdantLyfe,788,244,4.8667,120,163
2022-08-31 16:00:04.853878,coollectiveplants,5744,1747,4.8745,1283,54
2022-08-31 16:00:05.136506,HirtsGardens,303000,42458,4.8338,18972,881
2022-08-31 16:00:05.377911,lazygardens,30481,6387,4.9159,927,188
2022-08-31 16:00:05.619499,FloridaPlantsGardens,84458,16086,4.8565,8565,176
2022-08-31 16:00:05.948894,TheGreenEscape,107621,22517,4.8421,26759,507
2022-08-31 16:30:02.178761,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 16:30:02.757910,JoyOfPlants,14648,6392,4.8646,1927,204
2022-08-31 16:30:03.016286,TWPTropical,12534,8188,4.6326,675,0
2022-08-31 16:30:03.324419,Botanicaz,46810,25049,4.9067,8082,520
2022-08-31 16:30:03.635077,YourPlantBitch,10727,2744,4.3073,1474,294
2022-08-31 16:30:03.977013,PremierAesthetic,410,220,4.8659,179,64
2022-08-31 16:30:04.389104,PlantedPortland,12572,4048,4.7498,5124,160
2022-08-31 16:30:04.939070,MyPlantObsession,61539,9713,4.9031,4892,189
2022-08-31 16:30:05.287492,305Greenery,831,999,4.8871,248,300
2022-08-31 16:30:05.986577,WellspringGardens,72250,10499,4.7063,3115,243
2022-08-31 16:30:06.594408,VerdantLyfe,788,244,4.8667,120,163
2022-08-31 16:30:07.322083,coollectiveplants,5746,1747,4.8745,1283,54
2022-08-31 16:30:07.731191,HirtsGardens,303001,42458,4.8338,18970,881
2022-08-31 16:30:08.170341,lazygardens,30481,6387,4.9158,926,188
2022-08-31 16:30:08.690878,FloridaPlantsGardens,84458,16086,4.8565,8565,176
2022-08-31 16:30:09.293562,TheGreenEscape,107623,22516,4.8421,26759,508
2022-08-31 17:00:02.043490,NurseryRx,1285,1199,4.9463,596,25
2022-08-31 17:00:02.279375,JoyOfPlants,14648,6392,4.8646,1927,204
